トークン	品詞
に乗って	['助詞', '動詞', '助詞']
を開設	['助詞', '名詞']
を下	['助詞', '名詞']
に移転	['助詞', '名詞']
機能を	['名詞', '助詞']
に残る	['助詞', '動詞']
大会の	['名詞', '助詞']
母の	['名詞', '助詞']
はいずれも	['助詞', '名詞', '助詞']
独自に	['名詞', '助詞']
馬の	['名詞', '助詞']
歳の時	['名詞', '助詞', '名詞']
を挙げる	['助詞', '動詞']
を奪われ	['助詞', '動詞', '動詞']
誰も	['名詞', '助詞']
工場で	['名詞', '助詞']
経由で	['名詞', '助詞']
理由で	['名詞', '助詞']
面に	['名詞', '助詞']
の公式	['助詞', '名詞']
以内に	['名詞', '助詞']
子を	['名詞', '助詞']
法を	['名詞', '助詞']
という設定	['助詞', '名詞']
駅と	['名詞', '助詞']
を指し	['助詞', '動詞']
問題を	['名詞', '助詞']
の弟子	['助詞', '名詞']
字は	['名詞', '助詞']
方法は	['名詞', '助詞']
を採用し	['助詞', '名詞', '動詞']
の西	['助詞', '名詞']
方は	['名詞', '助詞']
人として	['名詞', '助詞']
節の	['名詞', '助詞']
が残る	['助詞', '動詞']
女性が	['名詞', '助詞']
の中心地	['助詞', '名詞', '名詞']
長に就任	['名詞', '助詞', '名詞']
書を	['名詞', '助詞']
がおり	['助詞', '動詞']
と見られる	['助詞', '動詞', '動詞']
量が	['名詞', '助詞']
市と	['名詞', '助詞']
群の	['名詞', '助詞']
に追い	['助詞', '動詞']
を与えられた	['助詞', '動詞', '動詞', '助動詞']
春の	['名詞', '助詞']
度に	['名詞', '助詞']
自動的に	['名詞', '助詞']
の命	['助詞', '名詞']
と見なされ	['助詞', '動詞', '動詞']
で行う	['助詞', '動詞']
小型の	['名詞', '助詞']
の王	['助詞', '名詞']
はならなかった	['助詞', '動詞', '助動詞', '助動詞']
たちを	['名詞', '助詞']
の一員として	['助詞', '名詞', '助詞']
の指導者	['助詞', '名詞', '名詞']
の名で	['助詞', '名詞', '助詞']
地域は	['名詞', '助詞']
に任じられ	['助詞', '動詞', '動詞']
隊の	['名詞', '助詞']
前後の	['名詞', '助詞']
に入学	['助詞', '名詞']
クラブの	['名詞', '助詞']
を経験	['助詞', '名詞']
全国の	['名詞', '助詞']
に編入された	['助詞', '名詞', '動詞', '動詞', '助動詞']
彼女が	['名詞', '助詞']
ことなど	['名詞', '助詞']
というのは	['助詞', '名詞', '助詞']
位となり	['名詞', '助詞', '動詞']
が可能な	['助詞', '名詞', '助動詞']
を皮切りに	['助詞', '名詞', '助詞']
の意向	['助詞', '名詞']
の著作	['助詞', '名詞']
の支持	['助詞', '名詞']
の登場	['助詞', '名詞']
事前に	['名詞', '助詞']
列車は	['名詞', '助詞']
形式の	['名詞', '助詞']
子に	['名詞', '助詞']
が起き	['助詞', '動詞']
を越えて	['助詞', '動詞', '助詞']
はフランス	['助詞', '名詞']
を残す	['助詞', '動詞']
の一部は	['助詞', '名詞', '助詞']
の役割	['助詞', '名詞']
の文字	['助詞', '名詞']
基の	['名詞', '助詞']
を設置し	['助詞', '名詞', '動詞']
のモデル	['助詞', '名詞']
に戻って	['助詞', '動詞', '助詞']
ことはできない	['名詞', '助詞', '動詞', '助動詞']
を超えた	['助詞', '動詞', '助動詞']
面では	['名詞', '助詞', '助詞']
とみられる	['助詞', '動詞', '動詞']
を取得した	['助詞', '名詞', '動詞', '助動詞']
と称される	['助詞', '動詞', '動詞']
を目的とした	['助詞', '名詞', '助詞', '動詞', '助動詞']
を受けていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
の中間	['助詞', '名詞']
機を	['名詞', '助詞']
国民の	['名詞', '助詞']
体は	['名詞', '助詞']
車で	['名詞', '助詞']
上は	['名詞', '助詞']
の中の	['助詞', '名詞', '助詞']
ことができなかった	['名詞', '助詞', '動詞', '助動詞', '助動詞']
として生まれる	['助詞', '動詞']
放送の	['名詞', '助詞']
の境界	['助詞', '名詞']
を広げ	['助詞', '動詞']
ことができない	['名詞', '助詞', '動詞', '助動詞']
市で	['名詞', '助詞']
今日の	['名詞', '助詞']
オリジナルの	['名詞', '助詞']
を巡って	['助詞', '動詞', '助詞']
に選出され	['助詞', '名詞', '動詞', '動詞']
本来は	['名詞', '助詞']
の友人	['助詞', '名詞']
に進む	['助詞', '動詞']
の東	['助詞', '名詞']
曲は	['名詞', '助詞']
っていたが	['助詞', '動詞', '助動詞', '助詞']
彼らが	['名詞', '助詞']
の物語	['助詞', '名詞']
をあげ	['助詞', '動詞']
ことがあった	['名詞', '助詞', '動詞', '助動詞']
の命令	['助詞', '名詞']
面の	['名詞', '助詞']
を示している	['助詞', '動詞', '助詞', '動詞']
という形で	['助詞', '名詞', '助詞']
に拠れば	['助詞', '動詞', '助詞']
に代わり	['助詞', '動詞']
に出演し	['助詞', '名詞', '動詞']
に変更した	['助詞', '名詞', '動詞', '助動詞']
作品として	['名詞', '助詞']
を意味し	['助詞', '名詞', '動詞']
死の	['名詞', '助詞']
の名は	['助詞', '名詞', '助詞']
と称した	['助詞', '動詞', '助動詞']
元は	['名詞', '助詞']
の形状	['助詞', '名詞']
翌年には	['名詞', '助詞', '助詞']
を考える	['助詞', '動詞']
の準備	['助詞', '名詞']
本人は	['名詞', '助詞']
の協力	['助詞', '名詞']
所に	['名詞', '助詞']
に直接	['助詞', '名詞']
と並んで	['助詞', '動詞', '助詞']
有数の	['名詞', '助詞']
を起用	['助詞', '名詞']
に置かれた	['助詞', '動詞', '動詞', '助動詞']
時間の	['名詞', '助詞']
も可能	['助詞', '名詞']
川を	['名詞', '助詞']
に対応した	['助詞', '名詞', '動詞', '助動詞']
次のように	['名詞', '助詞', '名詞', '助詞']
を有している	['助詞', '動詞', '助詞', '動詞']
内での	['名詞', '助詞', '助詞']
翌年に	['名詞', '助詞']
娘の	['名詞', '助詞']
ことがあり	['名詞', '助詞', '動詞']
内にある	['名詞', '助詞', '動詞']
に建設された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を対象に	['助詞', '名詞', '助詞']
の割合	['助詞', '名詞']
を問わず	['助詞', '動詞', '助動詞']
上述の	['名詞', '助詞']
近郊の	['名詞', '助詞']
を実施した	['助詞', '名詞', '動詞', '助動詞']
を考え	['助詞', '動詞']
に加わった	['助詞', '動詞', '助動詞']
軍と	['名詞', '助詞']
位を獲得	['名詞', '助詞', '名詞']
部で	['名詞', '助詞']
日本での	['名詞', '助詞', '助詞']
ということで	['助詞', '名詞', '助動詞']
年末に	['名詞', '助詞']
となるが	['助詞', '動詞', '助詞']
の妹	['助詞', '名詞']
の出演	['助詞', '名詞']
の共同	['助詞', '名詞']
監督に就任	['名詞', '助詞', '名詞']
を見せる	['助詞', '動詞']
を開いた	['助詞', '動詞', '助動詞']
を伝える	['助詞', '動詞']
高校の	['名詞', '助詞']
子供の	['名詞', '助詞']
作家の	['名詞', '助詞']
所の	['名詞', '助詞']
動物の	['名詞', '助詞']
時間を	['名詞', '助詞']
と発表した	['助詞', '名詞', '動詞', '助動詞']
のひとつである	['助詞', '名詞', '助動詞', '助動詞']
の平均	['助詞', '名詞']
際の	['名詞', '助詞']
足を	['名詞', '助詞']
東は	['名詞', '助詞']
の車両	['助詞', '名詞']
戦争で	['名詞', '助詞']
に触れ	['助詞', '動詞']
学校で	['名詞', '助詞']
数を	['名詞', '助詞']
が現れる	['助詞', '動詞']
も含めて	['助詞', '動詞', '助詞']
植物の	['名詞', '助詞']
組の	['名詞', '助詞']
を導入し	['助詞', '名詞', '動詞']
の壁	['助詞', '名詞']
長は	['名詞', '助詞']
トは	['名詞', '助詞']
の顔	['助詞', '名詞']
の頃	['助詞', '名詞']
多くは	['名詞', '助詞']
属の	['名詞', '助詞']
といって	['助詞', '動詞', '助詞']
心を	['名詞', '助詞']
は何	['助詞', '名詞']
を発見し	['助詞', '名詞', '動詞']
どちらか	['名詞', '助詞']
のライブ	['助詞', '名詞']
部門で	['名詞', '助詞']
が続く	['助詞', '動詞']
に移行	['助詞', '名詞']
に就いた	['助詞', '動詞', '助動詞']
を残している	['助詞', '動詞', '助詞', '動詞']
鉄道が	['名詞', '助詞']
層の	['名詞', '助詞']
を歴任した	['助詞', '名詞', '動詞', '助動詞']
結果は	['名詞', '助詞']
を相手に	['助詞', '名詞', '助詞']
と思い	['助詞', '動詞']
と呼んだ	['助詞', '動詞', '助動詞']
役に	['名詞', '助詞']
付きの	['名詞', '助詞']
はドイツ	['助詞', '名詞']
東西に	['名詞', '助詞']
車が	['名詞', '助詞']
世代の	['名詞', '助詞']
ここから	['名詞', '助詞']
が生じた	['助詞', '動詞', '助動詞']
の学生	['助詞', '名詞']
葉は	['名詞', '助詞']
わせる	['助詞', '動詞']
各国の	['名詞', '助詞']
の分野で	['助詞', '名詞', '助詞']
を引き起こす	['助詞', '動詞']
の主張	['助詞', '名詞']
産の	['名詞', '助詞']
に編入	['助詞', '名詞']
の経験	['助詞', '名詞']
を名乗る	['助詞', '動詞']
に当たって	['助詞', '動詞', '助詞']
活動は	['名詞', '助詞']
の多く	['助詞', '名詞']
の教育	['助詞', '名詞']
という説	['助詞', '名詞']
の強化	['助詞', '名詞']
が設けられている	['助詞', '動詞', '動詞', '助詞', '動詞']
を執筆	['助詞', '名詞']
の路線	['助詞', '名詞']
の定義	['助詞', '名詞']
を出版	['助詞', '名詞']
架空の	['名詞', '助詞']
と評している	['助詞', '動詞', '助詞', '動詞']
ことができず	['名詞', '助詞', '動詞', '助動詞']
日付の	['名詞', '助詞']
者と	['名詞', '助詞']
川は	['名詞', '助詞']
施設の	['名詞', '助詞']
ことが多かった	['名詞', '助詞', '形容詞', '助動詞']
の名称は	['助詞', '名詞', '助詞']
全体で	['名詞', '助詞']
を残し	['助詞', '動詞']
をめぐる	['助詞', '動詞']
とする説	['助詞', '動詞', '名詞']
タイトルは	['名詞', '助詞']
年度から	['名詞', '助詞']
各地に	['名詞', '助詞']
を担う	['助詞', '動詞']
から離れ	['助詞', '動詞']
を認める	['助詞', '動詞']
場の	['名詞', '助詞']
橋の	['名詞', '助詞']
は完全に	['助詞', '名詞', '助詞']
を搭載する	['助詞', '名詞', '動詞']
バスの	['名詞', '助詞']
に見える	['助詞', '動詞']
を兼ね	['助詞', '動詞']
と合併し	['助詞', '名詞', '動詞']
を流れる	['助詞', '動詞']
に収め	['助詞', '動詞']
を連れて	['助詞', '動詞', '助詞']
に昇格した	['助詞', '名詞', '動詞', '助動詞']
の上で	['助詞', '名詞', '助詞']
の組み合わせ	['助詞', '名詞']
声が	['名詞', '助詞']
法は	['名詞', '助詞']
に従事した	['助詞', '名詞', '動詞', '助動詞']
をつけた	['助詞', '動詞', '助動詞']
後者は	['名詞', '助詞']
を知った	['助詞', '動詞', '助動詞']
をつけて	['助詞', '動詞', '助詞']
を越える	['助詞', '動詞']
を防ぐ	['助詞', '動詞']
さを	['名詞', '助詞']
城は	['名詞', '助詞']
の時点で	['助詞', '名詞', '助詞']
と信じ	['助詞', '動詞']
を作って	['助詞', '動詞', '助詞']
を舞台に	['助詞', '名詞', '助詞']
を巡る	['助詞', '動詞']
を聞き	['助詞', '動詞']
の著書	['助詞', '名詞']
を構え	['助詞', '名詞']
活動を開始	['名詞', '助詞', '名詞']
ことはなかった	['名詞', '助詞', '形容詞', '助動詞']
質の	['名詞', '助詞']
上から	['名詞', '助詞']
を置き	['助詞', '動詞']
に進み	['助詞', '動詞']
を失う	['助詞', '動詞']
地として	['名詞', '助詞']
に仕えた	['助詞', '動詞', '助動詞']
の最高	['助詞', '名詞']
を組んで	['助詞', '動詞', '助詞']
人も	['名詞', '助詞']
に指定され	['助詞', '名詞', '動詞', '動詞']
の要請	['助詞', '名詞']
本名は	['名詞', '助詞']
世界に	['名詞', '助詞']
の減少	['助詞', '名詞']
を獲得する	['助詞', '名詞', '動詞']
それらは	['名詞', '助詞']
特有の	['名詞', '助詞']
連続で	['名詞', '助詞']
夜の	['名詞', '助詞']
となったため	['助詞', '動詞', '助動詞', '名詞']
達の	['名詞', '助詞']
を避けるため	['助詞', '動詞', '名詞']
部隊が	['名詞', '助詞']
を掛け	['助詞', '動詞']
と主張している	['助詞', '名詞', '動詞', '助詞', '動詞']
の育成	['助詞', '名詞']
分野で	['名詞', '助詞']
音楽の	['名詞', '助詞']
生活を	['名詞', '助詞']
わけではなく	['名詞', '助詞', '助詞', '助動詞']
隊は	['名詞', '助詞']
王は	['名詞', '助詞']
の治療	['助詞', '名詞']
番組で	['名詞', '助詞']
前後に	['名詞', '助詞']
島は	['名詞', '助詞']
に用いる	['助詞', '動詞']
を追加	['助詞', '名詞']
に分かれ	['助詞', '名詞']
間は	['名詞', '助詞']
記録は	['名詞', '助詞']
制の	['名詞', '助詞']
を覚え	['助詞', '動詞']
をかけた	['助詞', '動詞', '助動詞']
に備え	['助詞', '動詞']
を取って	['助詞', '動詞', '助詞']
町は	['名詞', '助詞']
部分の	['名詞', '助詞']
に留まった	['助詞', '動詞', '助動詞']
に昇進	['助詞', '名詞']
を挙げている	['助詞', '動詞', '助詞', '動詞']
も参照	['助詞', '名詞']
らに	['名詞', '助詞']
鉄道は	['名詞', '助詞']
年代まで	['名詞', '助詞']
を買い	['助詞', '動詞']
自らが	['名詞', '助詞']
以降に	['名詞', '助詞']
一時は	['名詞', '助詞']
として活躍した	['助詞', '名詞', '動詞', '助動詞']
も含め	['助詞', '動詞']
作の	['名詞', '助詞']
ひとつの	['名詞', '助詞']
と思った	['助詞', '動詞', '助動詞']
容疑で	['名詞', '助詞']
人間が	['名詞', '助詞']
駅舎は	['名詞', '助詞']
議会は	['名詞', '助詞']
かなりの	['名詞', '助詞']
の住民	['助詞', '名詞']
レベルの	['名詞', '助詞']
の曲	['助詞', '名詞']
身に	['名詞', '助詞']
をあげた	['助詞', '動詞', '助動詞']
に見	['助詞', '動詞']
の領域	['助詞', '名詞']
とのこと	['名詞', '助詞']
幾つかの	['名詞', '助詞', '助詞']
は一切	['助詞', '名詞']
を担当し	['助詞', '名詞', '動詞']
内部に	['名詞', '助詞']
役として	['名詞', '助詞']
の管轄	['助詞', '名詞']
を上回る	['助詞', '動詞']
は困難	['助詞', '名詞']
点が	['名詞', '助詞']
列車の	['名詞', '助詞']
を建設する	['助詞', '名詞', '動詞']
に渡る	['助詞', '動詞']
位を記録	['名詞', '助詞', '名詞']
を踏まえ	['助詞', '動詞']
が続き	['助詞', '動詞']
に存在した	['助詞', '名詞', '動詞', '助動詞']
自分で	['名詞', '助詞']
の街	['助詞', '名詞']
方を	['名詞', '助詞']
目は	['名詞', '助詞']
を進めた	['助詞', '動詞', '助動詞']
夫が	['名詞', '助詞']
の提供	['助詞', '名詞']
冬の	['名詞', '助詞']
を要する	['助詞', '動詞']
を演じ	['助詞', '動詞']
に恵まれ	['助詞', '動詞']
率が	['名詞', '助詞']
に耐え	['助詞', '名詞']
に終わる	['助詞', '動詞']
の重要な	['助詞', '名詞', '助動詞']
を巻き	['助詞', '動詞']
話を	['名詞', '助詞']
に収録	['助詞', '名詞']
を失って	['助詞', '動詞', '助詞']
のほうが	['助詞', '名詞', '助詞']
を中心として	['助詞', '名詞', '助詞']
を強め	['助詞', '動詞']
に収録されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
内容を	['名詞', '助詞']
現在に至る	['名詞', '助詞', '動詞']
木の	['名詞', '助詞']
パリの	['名詞', '助詞']
の学位	['助詞', '名詞']
にあたった	['助詞', '動詞', '助動詞']
を全て	['助詞', '名詞']
の最後の	['助詞', '名詞', '助詞']
に使用される	['助詞', '名詞', '動詞', '動詞']
形に	['名詞', '助詞']
近年の	['名詞', '助詞']
と考えていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
月の第	['名詞', '助詞', '接頭詞']
の成立	['助詞', '名詞']
の間には	['助詞', '名詞', '助詞', '助詞']
世界中の	['名詞', '助詞']
を結び	['助詞', '動詞']
人物が	['名詞', '助詞']
の形	['助詞', '名詞']
の座	['助詞', '名詞']
米国の	['名詞', '助詞']
住民の	['名詞', '助詞']
に従事	['助詞', '名詞']
オランダの	['名詞', '助詞']
の小説	['助詞', '名詞']
同社は	['名詞', '助詞']
を目的に	['助詞', '名詞', '助詞']
の先端	['助詞', '名詞']
南に	['名詞', '助詞']
の独立	['助詞', '名詞']
に専念	['助詞', '名詞']
に向かい	['助詞', '動詞']
で生まれる	['助詞', '動詞']
を聞いた	['助詞', '動詞', '助動詞']
の出場	['助詞', '名詞']
を提供している	['助詞', '名詞', '動詞', '助詞', '動詞']
を唱え	['助詞', '動詞']
院の	['名詞', '助詞']
が得られる	['助詞', '動詞', '動詞']
に似ている	['助詞', '動詞', '助詞', '動詞']
光の	['名詞', '助詞']
に陥った	['助詞', '動詞', '助動詞']
を奪い	['助詞', '動詞']
を走る	['助詞', '動詞']
を開き	['助詞', '動詞']
社会の	['名詞', '助詞']
んでおり	['助詞', '動詞']
を制し	['助詞', '動詞']
金の	['名詞', '助詞']
問題が	['名詞', '助詞']
を担当している	['助詞', '名詞', '動詞', '助詞', '動詞']
に応じ	['助詞', '動詞']
たちと	['名詞', '助詞']
が使われる	['助詞', '動詞', '動詞']
を備え	['助詞', '動詞']
長を務めた	['名詞', '助詞', '動詞', '助動詞']
を設置する	['助詞', '名詞', '動詞']
を上げる	['助詞', '動詞']
ことはなく	['名詞', '助詞', '助動詞']
の政治	['助詞', '名詞']
番組は	['名詞', '助詞']
の旅	['助詞', '名詞']
を送る	['助詞', '動詞']
を備える	['助詞', '動詞']
を設置した	['助詞', '名詞', '動詞', '助動詞']
の危機	['助詞', '名詞']
に多く	['助詞', '名詞']
を行なった	['助詞', '動詞', '助動詞']
の字	['助詞', '名詞']
を組み合わせた	['助詞', '動詞', '助動詞']
を取り入れ	['助詞', '動詞']
を必要とし	['助詞', '名詞', '助詞', '動詞']
日の対	['名詞', '助詞', '名詞']
の下部組織	['助詞', '名詞', '名詞']
を記念して	['助詞', '名詞', '動詞', '助詞']
ことが明らか	['名詞', '助詞', '名詞']
通りの	['名詞', '助詞']
を装備し	['助詞', '名詞', '動詞']
の時に	['助詞', '名詞', '助詞']
の名前は	['助詞', '名詞', '助詞']
隣の	['名詞', '助詞']
の構成	['助詞', '名詞']
と言われた	['助詞', '動詞', '動詞', '助動詞']
を必要とする	['助詞', '名詞', '助詞', '動詞']
に貢献	['助詞', '名詞']
が必要となる	['助詞', '名詞', '助詞', '動詞']
を支援する	['助詞', '名詞', '動詞']
スと	['名詞', '助詞']
店の	['名詞', '助詞']
が設けられた	['助詞', '動詞', '動詞', '助動詞']
ドは	['名詞', '助詞']
の中央	['助詞', '名詞']
に続き	['助詞', '動詞']
最近では	['名詞', '助詞', '助詞']
大統領は	['名詞', '助詞']
全体が	['名詞', '助詞']
の兄	['助詞', '名詞']
につながる	['助詞', '動詞']
将来の	['名詞', '助詞']
と呼ばれるようになった	['助詞', '動詞', '動詞', '名詞', '助詞', '動詞', '助動詞']
男が	['名詞', '助詞']
の一部として	['助詞', '名詞', '助詞']
を決定する	['助詞', '名詞', '動詞']
にとどまった	['助詞', '動詞', '助動詞']
行動を	['名詞', '助詞']
製品の	['名詞', '助詞']
例は	['名詞', '助詞']
を主張し	['助詞', '名詞', '動詞']
計画が	['名詞', '助詞']
海の	['名詞', '助詞']
の家臣	['助詞', '名詞']
に抜擢され	['助詞', '名詞', '動詞', '動詞']
が与えられ	['助詞', '動詞', '動詞']
建物の	['名詞', '助詞']
構造の	['名詞', '助詞']
を変える	['助詞', '動詞']
ていき	['助詞', '動詞']
水の	['名詞', '助詞']
の観点から	['助詞', '名詞', '助詞']
に移籍し	['助詞', '名詞', '動詞']
部門の	['名詞', '助詞']
の愛称	['助詞', '名詞']
川が	['名詞', '助詞']
路線は	['名詞', '助詞']
場所は	['名詞', '助詞']
に応じた	['助詞', '動詞', '助動詞']
を紹介する	['助詞', '名詞', '動詞']
を支持し	['助詞', '名詞', '動詞']
特技は	['名詞', '助詞']
両者の	['名詞', '助詞']
に従軍	['助詞', '名詞']
に基づいた	['助詞', '動詞', '助動詞']
大統領の	['名詞', '助詞']
共通の	['名詞', '助詞']
これまでに	['名詞', '助詞', '助詞']
の聖	['助詞', '名詞']
の支配下	['助詞', '名詞', '名詞']
以降も	['名詞', '助詞']
に留まり	['助詞', '動詞']
の主題歌	['助詞', '名詞']
に分布する	['助詞', '名詞', '動詞']
を採用する	['助詞', '名詞', '動詞']
を支持する	['助詞', '名詞', '動詞']
を手に	['助詞', '名詞', '助詞']
末に	['名詞', '助詞']
の一角	['助詞', '名詞']
同期に	['名詞', '助詞']
地球の	['名詞', '助詞']
に出て	['助詞', '動詞', '助詞']
事業の	['名詞', '助詞']
は中国	['助詞', '名詞']
に隣接する	['助詞', '名詞', '動詞']
の呼称	['助詞', '名詞']
島で	['名詞', '助詞']
隊が	['名詞', '助詞']
ところに	['名詞', '助詞']
の一種である	['助詞', '名詞', '名詞', '助動詞', '助動詞']
一種の	['名詞', '助詞']
手の	['名詞', '助詞']
に接する	['助詞', '動詞']
らを	['名詞', '助詞']
の推薦	['助詞', '名詞']
通りに	['名詞', '助詞']
の女	['助詞', '名詞']
外に	['名詞', '助詞']
の三男	['助詞', '名詞']
を止め	['助詞', '名詞']
を通り	['助詞', '名詞']
を対象とした	['助詞', '名詞', '助詞', '動詞', '助動詞']
を集めて	['助詞', '動詞', '助詞']
車を	['名詞', '助詞']
多くの場合	['名詞', '助詞', '名詞']
種は	['名詞', '助詞']
に収録された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を直接	['助詞', '名詞']
点を	['名詞', '助詞']
屋の	['名詞', '助詞']
必要があった	['名詞', '助詞', '動詞', '助動詞']
の詩	['助詞', '名詞']
を投じ	['助詞', '動詞']
方式の	['名詞', '助詞']
の時代に	['助詞', '名詞', '助詞']
に移転した	['助詞', '名詞', '動詞', '助動詞']
ごとの	['名詞', '助詞']
と共同で	['助詞', '名詞', '助詞']
の会	['助詞', '名詞']
の初期	['助詞', '名詞']
身の	['名詞', '助詞']
を書く	['助詞', '動詞']
明確に	['名詞', '助詞']
を多数	['助詞', '名詞']
を描き	['助詞', '動詞']
倍の	['名詞', '助詞']
石を	['名詞', '助詞']
が置かれた	['助詞', '動詞', '動詞', '助動詞']
バンドの	['名詞', '助詞']
と推定されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
単位で	['名詞', '助詞']
があったため	['助詞', '動詞', '助動詞', '名詞']
を命じた	['助詞', '動詞', '助動詞']
直線で	['名詞', '助詞']
に携わる	['助詞', '動詞']
ソ連の	['名詞', '助詞']
を使用	['助詞', '名詞']
無料で	['名詞', '助詞']
例もある	['名詞', '助詞', '動詞']
日からは	['名詞', '助詞', '助詞']
を食べ	['助詞', '動詞']
組織の	['名詞', '助詞']
に着手	['助詞', '名詞']
の練習	['助詞', '名詞']
を加えて	['助詞', '動詞', '助詞']
を加える	['助詞', '動詞']
試合は	['名詞', '助詞']
の映像	['助詞', '名詞']
俳優の	['名詞', '助詞']
が図られ	['助詞', '動詞', '動詞']
会で	['名詞', '助詞']
を捨て	['助詞', '動詞']
決勝では	['名詞', '助詞', '助詞']
枠で	['名詞', '助詞']
を始めとする	['助詞', '名詞', '助詞', '動詞']
に接し	['助詞', '動詞']
村は	['名詞', '助詞']
を支える	['助詞', '動詞']
があれば	['助詞', '動詞', '助詞']
区間は	['名詞', '助詞']
体が	['名詞', '助詞']
口に	['名詞', '助詞']
の理論	['助詞', '名詞']
に就く	['助詞', '動詞']
年度に	['名詞', '助詞']
つつあった	['助詞', '動詞', '助動詞']
の始まり	['助詞', '名詞']
職を	['名詞', '助詞']
てくれた	['助詞', '動詞', '助動詞']
夫は	['名詞', '助詞']
を読み	['助詞', '動詞']
の半分	['助詞', '名詞']
の模様	['助詞', '名詞']
の報告	['助詞', '名詞']
内部の	['名詞', '助詞']
の終わり	['助詞', '動詞']
を退社	['助詞', '名詞']
のうちに	['助詞', '名詞', '助詞']
をかける	['助詞', '動詞']
に来た	['助詞', '動詞', '助動詞']
を認めた	['助詞', '動詞', '助動詞']
以外では	['名詞', '助詞', '助詞']
クは	['名詞', '助詞']
船が	['名詞', '助詞']
に代表される	['助詞', '名詞', '動詞', '動詞']
に過ぎない	['助詞', '動詞', '助動詞']
試合を	['名詞', '助詞']
を浴び	['助詞', '動詞']
跡地に	['名詞', '助詞']
と出会い	['助詞', '動詞']
を受章	['助詞', '名詞']
中央に	['名詞', '助詞']
順調に	['名詞', '助詞']
大学を卒業	['名詞', '助詞', '名詞']
が進められ	['助詞', '動詞', '動詞']
の初代	['助詞', '名詞']
に反対する	['助詞', '名詞', '動詞']
を刊行	['助詞', '名詞']
状況を	['名詞', '助詞']
を任され	['助詞', '動詞', '動詞']
を提供し	['助詞', '名詞', '動詞']
会社が	['名詞', '助詞']
の必要性	['助詞', '名詞', '名詞']
式で	['名詞', '助詞']
の人口は	['助詞', '名詞', '助詞']
氏と	['名詞', '助詞']
成績は	['名詞', '助詞']
ところを	['名詞', '助詞']
を振り	['助詞', '動詞']
部を	['名詞', '助詞']
古代の	['名詞', '助詞']
路線の	['名詞', '助詞']
ムは	['名詞', '助詞']
物が	['名詞', '助詞']
を背景に	['助詞', '名詞', '助詞']
と主張し	['助詞', '名詞', '動詞']
テレビの	['名詞', '助詞']
現地の	['名詞', '助詞']
に所属した	['助詞', '名詞', '動詞', '助動詞']
構造は	['名詞', '助詞']
ものとなっている	['名詞', '助詞', '動詞', '助詞', '動詞']
エンジンを	['名詞', '助詞']
ことについて	['名詞', '助詞']
は多くの	['助詞', '名詞', '助詞']
を継承した	['助詞', '名詞', '動詞', '助動詞']
が進んだ	['助詞', '動詞', '助動詞']
に囲まれ	['助詞', '動詞', '動詞']
が与えられた	['助詞', '動詞', '動詞', '助動詞']
によるものである	['助詞', '名詞', '助動詞', '助動詞']
を否定し	['助詞', '名詞', '動詞']
の内部	['助詞', '名詞']
に見舞われ	['助詞', '動詞', '動詞']
年代にかけて	['名詞', '助詞']
企業が	['名詞', '助詞']
に行き	['助詞', '動詞']
ズが	['名詞', '助詞']
の北側	['助詞', '名詞']
国に	['名詞', '助詞']
も含む	['助詞', '動詞']
ことはできなかった	['名詞', '助詞', '動詞', '助動詞', '助動詞']
のメイン	['助詞', '名詞']
を受け入れ	['助詞', '名詞']
に所在する	['助詞', '名詞', '動詞']
年の間	['名詞', '助詞', '名詞']
に登場	['助詞', '名詞']
と名付けられた	['助詞', '動詞', '動詞', '助動詞']
は彼の	['助詞', '名詞', '助詞']
の成功	['助詞', '名詞']
いずれの	['名詞', '助詞']
に始まる	['助詞', '動詞']
に任命	['助詞', '名詞']
部隊を	['名詞', '助詞']
トンは	['名詞', '助詞']
傾向にある	['名詞', '助詞', '動詞']
秋に	['名詞', '助詞']
を帯び	['助詞', '動詞']
個人の	['名詞', '助詞']
を利用し	['助詞', '名詞', '動詞']
帝国の	['名詞', '助詞']
を選ぶ	['助詞', '動詞']
の為に	['助詞', '名詞', '助詞']
から成る	['助詞', '動詞']
を兼任	['助詞', '名詞']
を通過する	['助詞', '名詞', '動詞']
を購入し	['助詞', '名詞', '動詞']
につれて	['助詞', '動詞', '助詞']
方式で	['名詞', '助詞']
の大半は	['助詞', '名詞', '助詞']
事件で	['名詞', '助詞']
を行なう	['助詞', '動詞']
人から	['名詞', '助詞']
を取得し	['助詞', '名詞', '動詞']
家を	['名詞', '助詞']
イングランドの	['名詞', '助詞']
の移動	['助詞', '名詞']
傾向がある	['名詞', '助詞', '動詞']
罪で	['名詞', '助詞']
の発見	['助詞', '名詞']
対象となる	['名詞', '助詞', '動詞']
を開発した	['助詞', '名詞', '動詞', '助動詞']
の判定	['助詞', '名詞']
今日では	['名詞', '助詞', '助詞']
者もいる	['名詞', '助詞', '動詞']
の主力	['助詞', '名詞']
